ID,Item Name,Image,Category,Colour Name,Colour Family,Colour_is_neutral,Season,Fit,Style,BodyType,Lifestyle,Utility
B039,Flared Yoga Pants,B039.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/H8uqChls5r1bIuX_nkwtvg/EouonYKLd2pk5OJuNDjDfE4gwXhGnnQUarleuz61R-B-uVtMp5jcGZ8hPfMHKQ6yV82WnGdjailvzYVzvnihUmIBEf5mqs9D_SUbahxe1iMKv6ZFBFJ2uKthMqFTg9E2kaWy38aaPmHFM3N9EODMUA/ZojE9gI_agq8r7Sj9QzJIwxxSuJ0GjoHmvZ8_uYHlC8),Bottom,Black,Black,True,All Season,Relaxed,"Classic,Chic,Romantic,Bohemian,Edgy,Preppy,Contemporary","Hourglass,Pear,Inverted Triangle,Apple","Lounge,Athleisure",Basics
B040,Falred Yoga Pants,B040.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/exe5AfhADdxTWtgimdhqCQ/d7o5PloadvF2TLIziHQvg8QpQmXkQEzbPz5PZ0UKUX_ZNCQRTeDT8_ZdUZpnkvy6fZ_6dqiJRLbnmsz4X4f6-Xmhj5fZatf8Yoh12OQrs5jQVZB_YbHl7uksrn1-kLE4nwCTbfuzitgnvi7BfX8NgQ/BuLVai-spI8vicGozjoqbl3fmCvbRoH5cnUOo9Bav3k),Bottom,Tan,Brown,True,All Season,Relaxed,"Classic,Chic,Romantic,Bohemian,Edgy,Preppy,Contemporary","Hourglass,Pear,Inverted Triangle,Apple","Lounge,Athleisure",Basics
B041,Flared Yoga Pants,B041.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/4NWavp7FJmORZl9H1FCplQ/eUQH8mW3Va2rFMR35Jjs59eqTPxYYdH5TpiRsJSOHRPtfAy2NE8q0UA1jbf2nTniNHrcReVYEmvZ_Hx6Y9rGIXuUmmzyahfRA-6H9tg-5W2GBCFkp6UWTHLCSOVuvrDSTdwpaI9Up-Rlcz6DILnTRg/N0SxsnAexnKASdkAFcU20GsMbLsMvuqhHtyVYkfFA8k),Bottom,White,White,True,All Season,Relaxed,"Classic,Chic,Romantic,Bohemian,Edgy,Preppy,Contemporary","Hourglass,Pear,Inverted Triangle,Apple","Lounge,Athleisure",Basics
B042,Joggers,B042.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/3sWWSYiTV6mU26_3Z2woCQ/g5LiTW3zHRnlW1fv4iZvHIAqMJtCjVg6B92piT4O5lkH7eLXj7mDAeOoRUGeC8per1eU5veA_CNRbEoXCKsntHB5GBKq_dcE5hNmV97io9gQowjdwXlk3a_nGsM1GSqSD3d8tyB-5A8FUA06kRADFQ/_c0INaaecyeURtw7NYgysUFpmmN2lgLLYlbrBh4ZNqE),Bottom,Black,Black,True,All Season,Relaxed,"Classic,Streetstyle,Bohemian,Contemporary","Rectangle,Inverted Triangle","Lounge,Athleisure",Basics
B043,Joggers,B043.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/3IuCeMnRpg06rAVvmYEfjg/fY8wnGNwD2ej1oIfq8IAO74EAg2AmMPpayF1Rsiscfq5JvG58PHAfV7xl8m8YT9MNaNLBI68Dco4LEnoNkplrvv3uQitPWS8Ika9-LoJMTJGBnKyVoLE3ZRYSEJpjtXLWczeWvkwXiaXrtiButrWjw/BVWJdGap4XwDLVLxEMXGCjVRmSw-Su5zw6mQT2MoRdU),Bottom,Off white,White,True,All Season,Relaxed,"Classic,Streetstyle,Bohemian,Contemporary","Rectangle,Inverted Triangle,Hourglass","Lounge,Athleisure",Basics
B044,Joggers,B044.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/0KXQ2p2xhfPZlV3XVfrn4Q/ZgcsnIHoUroQfBgP4y2Z6ESR3MWopfZycgMEST0F9lxhT-ZTp-wqhu94SQh6wNzouXZI9P4nYbGP8-cMcnVPdEfzkJFiR8ufknp7rY6K3MEq7J6YCq-ZflJPkVUSRu8Owx8knbL4qSu_IaX62ywtyA/LAX3mRF-IaKjtj87Jyd-8qOp7v5LJH243BuOeWSdyBc),Bottom,Red,Red,False,All Season,Relaxed,"Classic,Streetstyle,Bohemian,Contemporary,Edgy","Rectangle,Inverted Triangle,Hourglass","Lounge,Athleisure",Basics
B045,Joggers,B045.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/HGJ-D3e2jqdkKZsFpfccpQ/vNcU-LXMiyTHQt5gTK0UmFbNnZGnKwUH9czAJB_9T5CIZKZ2yoLfhTnlxn-IXfZ7Sg4YweNesZc5fTzosvOmoZHdz5_9CGazOQXWFE9hoHqVxddUvgV6sFFaF_mt7OFT9MkQaZVw7VHyzkt_07DIIg/LhhsPG-Dovh1iVG4URlVXxTKMpIsMkx1mlrPzfRUodU),Bottom,Cream,White,True,All Season,Relaxed,"Classic,Streetstyle,Bohemian,Contemporary","Rectangle,Inverted Triangle,Hourglass","Lounge,Athleisure",Basics
B046,Wide Leg Joggers,B046.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/Wjz9K3PLmaEIkFXKhIGRIQ/oLWsfGFtol051WsGy52qqn50ExacY2_9ijbQwBdrj819u5SuDPrFMxndNYJWI5xHy4_7qq0HEMTgcZAugpg2fWYmkIcSRflqDkEXJ11arVOZiDpsV_2yVg1dtvGk15k_jjhwGQxwAIarBOccT_pp6w/uX6QG65CdlynYkudSA5LP2ArNkpG5T85X691L_9vMu4),Bottom,Cream,White,True,All Season,Relaxed,"Bohemian,Edgy,Streetstyle,Contemporary","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Lounge,Athleisure,Social/ Trendy",Basics
B047,Biking Shorts,B047.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/A0sEW3NgrUXzfUtqn_rQWg/Kul_A1rzaDvIBH6oFsIyjbsTEIIFC2t1uY9aIk66xDCOSiEkWNGaD_JjYYOC1Ieluw0Ob37RopSy1qSqJumPxWBuYBroye-mcVtlRQUFlr2jBo-AUkBoy4QQZZFlUMzOdaiVZiu6TqeQM39LxGRhhQ/36yYK1JYcXPw6UmYB6htWiqePf_MH-oFxVOpn_h9oHA),Bottom,Black,Black,True,Summer,Fitted ,"Contemporary,Streetstyle,Edgy","Hourglass,Pear,Rectangle","Lounge,Athleisure",Basics
B048,Biking Shorts,B048.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/Azo2uNaEC-KxuHlqt6N2aw/K0fh_QNqKTN8SPKb4FRBHBpq1LvE36LvM-t-slSWhvGD715_IIqz4BWVsMkoZjzAiqNvR-hWdOYCjVxHyhQb_84G55rP658ftJ8V6FNtTsupaJan5X_mNttmvN_6IcELfyj4PNCm5d0eTH9vxE1dZA/cBiejDMm5bCb-W3OUYGh9E1_N2azQVNhZ45LUtQGoIs),Bottom,Black,Black,True,Summer,Fitted ,"Contemporary,Streetstyle,Edgy","Hourglass,Pear,Rectangle","Lounge,Athleisure",Basics
B049,Tailored Shorts,B049.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/eRUcGy_NFfmnJM8hMR9fbg/OrZ5zNXh3g8KVxx4rnhs5IOJx2g9nShU0XQttuyA2F-1fdRlfBTsrnVL3hW77hkW5QKAfwv0kPBRKknwJ-dNJrrcNi51TYHEyqr_dWve2VPXaeg9ZWT_IqOJ0jatiBBKRT0DgUWRPy-xtGcQVZTkZQ/dwhNEi8RohPlcX9K-ckuQK_56wHPa-ULpMb1SlRDuic),Bottom,Black,Black,True,Summer,Structured,"Classic,Chic,Preppy,Contemporary,Streetstyle","Hourglass,Rectangle,Inverted Triangle,Apple","Smart Casual,Social/ Trendy",Basics
B050,Tailored Shorts,B050.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/zqq6O0Z6fwRxqj7iP4qYKA/x3OmEFdSilbQg6PaxpdGMPt-HEZNkFgBCoYIaEzkMBjqt4lWIUJ8x2twP5qdl1hrPenK5f3dW540c6PoTTlo1SpRzpZH0xQAmXAQtLXpwz6Qi2-bUDnp53UDy3pFtHeZsHa5wsDYZEzGhLkqxSa3PA/ckUDlHpuRwYVKbTYn-WZxTVt_dHhmYG3Rx98pTjfeEY),Bottom,Taupe,Brown,True,Summer,Structured,"Classic,Chic,Preppy,Contemporary,Streetstyle","Hourglass,Rectangle","Smart Casual,Social/ Trendy",Basics
B051,Tailored Shorts,B051.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/W6yRQwexAoDF6uxH52IY9w/M21TV0yo_LJQsNrxIbQLWUo1q0JIVnfscO_bIKrJStbs2UaO3hEKhLYDfB-4kTOv5SSSAXEFqYpF8__pzhiGMtkTDYVbJsM2o2-C98btdIxv-7SGNuvYA9qocjygRYyo6BmWedQDRgbMY1mJKkOygA/wJ0jbFI5YoUGNc_JtMzxI2QD7AVP63783E97EW8rmU8),Bottom,Grey,Grey,True,Summer,Structured,"Classic,Chic,Preppy,Contemporary,Streetstyle,Bohemian,Romantic","Hourglass,Rectangle","Smart Casual,Social/ Trendy",Basics
B052,Linen Bermuda Shorts,B052.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/gk5LCumVI4NNs3-u-hZDhw/yI50KJTOpU3t-cCuWwik3nFnwpcfegws4wL_KkLz-ZcM1bQU-izIueW_0t4omvz6MkmR3yidjzNP4ExlI4cbCNcSmV_1np3-g3bt--PAM8bIMqemlY2J6Ke2p4eqL3Dcl_u5su8F_iKGh0XnGEQU9A/6LHMyDNGpfb7AzG8wMYSEaz0I_fZL6oEQRwh4cohwfs),Bottom,Cream,White,True,Summer,Structured,"Classic,Chic,Preppy,Contemporary,Streetstyle,Bohemian,Romantic","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Smart Casual,Lounge,Social/ Trendy",Basics
B053,Bermuda Shorts,B053.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/3XzH2bb3dBFmptS8Q4zjXg/pYJ_AA3w60KeXGJ1c3eX-ITQHEoF8hPBUZ0bpomyq6piZEMZPXoa1-FO8PsD44fjL0acVGLsVi0jSyohIE0Eud5SL0UDB9RVLUtMXanuSz81ZQ4Elq9DQuyO39BQnGRk_J95ijgxz8LmXFiDMswYIw/yN1sC6i6YZmEoC36zF_fekWRCm-dKY55C_McydfeKU0),Bottom,Khaki,Beige,True,Summer,Structured,"Classic,Chic,Preppy,Contemporary,Streetstyle,Bohemian,Romantic","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Smart Casual,Lounge,Social/ Trendy",Basics
B054,Pleated Bermuda Shorts,B054.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/5N2sv7Tvg4dBgYaX13SukQ/prvqNc-wGgrQM2uo5xe26EDED6cX6AhbpLN4ck3VelNBgQO5vGNrocAUMkdByEkaZv7bguKUP3gwh0PbMxXJp6tbWSoNrDaagKv084tzf4iMD1IeYN75zGZ0yc4HSvu0Vg0-EShtGrQfK8_8dRxkNg/hAfNtsd4WlsZl76_M9yhAlRvkOo4_TUCkR9KKXai7Fc),Bottom,Sage,Green,False,Summer,Relaxed,"Classic,Chic,Preppy,Contemporary,Streetstyle,Bohemian,Romantic","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Smart Casual,Lounge",Basics
B055,High-waisted Denim Shorts,B055.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/M8vyUl9aZM3trgkMGT-QjA/ChQ85ZGKAGgAO7_Lk9P-H1yfsfmTofOjyiKPXKbXOD9SM5XMXfEHz3lahA5kvTFr298rto1NpSPdgZ7mrfRKdvv3liLzy_UTe03gsGkW_ACTTewMqN99aFX1bl22WCdI8DG7kxDihzunpTXoACS2zw/uYq1UQpNNuxUX-zF2oMe_4xPWFvcBe4ez-dX-cl-UcY),Bottom,Denim,Blue,True,Summer,Relaxed,"Streetstyle,Edgy,Bohemian,Contemporary","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Lounge,Athleisure",Basics
B056,Mid Rise Denim Shorts,B056.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/0jcR7L38ihg7jfxWIoUtzQ/0bahJIa-jML67P0Y_cqj5Vihh8Sx3kCTtC7UtiPqy93Jvc28A22esXMhOTGIFm2Lh8GZJhkJ5lTCVvc5-tGqBGB05NyrtSTXERDAs0U9atlb2Hb9-dqpKqUpuQU6yyxSKEDSKmDYuC7np3_OEN00Kg/ADaw7D3KyEHtF1Gvtjqj-2VKCVA7cnVVBezZalEdnX4),Bottom,Denim,Blue,True,Summer,Relaxed,"Streetstyle,Edgy,Bohemian,Contemporary","Hourglass,Pear,Rectangle","Lounge,Athleisure",Basics
B057,Denim Cut off Ripped Shorts,B057.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/50-Vv7cBrHySOnnKHhPHUg/RJ_y4STffaUHRf98EkdXsmCD4cLI09nVUBX-Nx__XWHISZhFO3XOPmZHc4zpGrxfVSfeyb6Uj6FavT02UT6tzM-I3hOHbJSxdSCQmwjdHI412rj2C_EBlWZ2YGCsTVxxLNkwW8refWmHZACRt8bUPw/za6vvj_f21AziUEjgiLeF6e0BEvogPhblyQbBRtx6ZI),Bottom,Denim,Blue,True,Summer,Relaxed,"Streetstyle,Edgy,Bohemian,Contemporary","Hourglass,Rectangle","Lounge,Athleisure",Basics
B058,Denim shorts,B058.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/0bct9h7mqYTv3xAw816CAw/8Qw9k6GWQG7slwE7jjbCZq1cHnE_gi3lltGWqfIkFbyboDFV93gqXgb0sArpcqneiXZIHJpvndgb2GWNW0YrAaS4vGOgBiJIB_zAVNTaTpjMoP0eLDYEP4yJFbV0lLa9_af2xhZBj020bLdS6pCevg/XsmSk8KUeB5CRqX8BVAVGf94rROBKiYQM8o_acaLgMQ),Bottom,Denim,Blue,True,Summer,Relaxed,"Streetstyle,Bohemian,Contemporary,Romantic","Hourglass,Rectangle","Lounge,Athleisure",Basics
B059,Light Wash Denim Jorts,B059.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/kydTcvPGxxqXMMW5Gh2evg/WB11Q9jWQ_UDQfCm6qN6pLhEm1BQRa-eOAdSQZvSXZLPOtiOvf29ZCbXbElOyITnvkreI3u_6Op_L88F0RdHIf1Uj-uMMgp7HSf81YeeU9a75RZ4aVZRccM8jp5TCGvIekHP5Ju047RuNB5xDpor7A/lausmfJ9lmuJvf26QfMcxaNPE9Wc194xDiRXnXLlegc),Bottom,Denim,Blue,True,Summer,Relaxed,"Streetstyle,Bohemian,Contemporary","Pear,Rectangle,Inverted Triangle,Apple","Lounge,Athleisure",Statement
B060,Dark Wash Denim Jorts,B060.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/R2y-Olhj24rG6VxA4v1I4g/TzCs4MqaEwWe7p3CFI72Kw2WONrDs8eKoHS9NUpF7fL1I4t1nPMw1FVijnvcg9yJI1HU79ZAmSLvHUQQytgnoS8QP_xhyGjPmwFvxydomrNxZmI-eXJiy-FDB2BQyEZGmnt9OGlOloW3ye13q9x-mA/3b8gfzl3CQ2Ntx8UF7CTvuBnPl_Yzvkd6mQn1D5pZoc),Bottom,Denim,Navy,True,Summer,Relaxed,"Streetstyle,Bohemian,Contemporary","Pear,Rectangle,Inverted Triangle,Apple","Lounge,Athleisure",Statement
B061,Denim Cut off Ripped Shorts,B061.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/Z0lRJ5_gwpkG2tKwjit7xw/guN674_rUND7gODHgEhA6qwhQYNKLH2vMhwwBPm4iffi_yfcmlGLELGNfbdeYCNmsK9p7gOYaN-PuLd_NbkzGFSVjIlp6X7VV0l2P25XJeP6uSEZVs5LLlTqVdK089OjuV9_fDQy9b0H3kvaJ70pCQ/WP7tTQBCWXa6Bv1vM89weSgH1_kPfuZOSmmpMqYv1lI),Bottom,Denim,Black,True,Summer,Relaxed,"Streetstyle,Edgy,Bohemian,Contemporary","Hourglass,Rectangle","Lounge,Athleisure",Basics
B062,Mini Skirt,B062.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/8WmHgoJpNIp09urmJez92g/qR06-uelQzxuHuYgy8CIBD27Bmmu-3MHMPVTGSumOOLFPOrIT5PB5nl17BjjRKdzv1vURsp4yu6DNMRCvgvtTMh47Mg8LHQLX_Zq3tvuFZperv4gk0dOf3Xlu1vpIRd8uk6oR237wVafbBLk9A3j_Q/bxQtZAfJyN3pw63aTSJjNFhEGGa4yrMgIyYEtabfc0w),Bottom,Black,Black,True,All Season,Structured,"Classic,Chic,Romantic,Edgy,Streetstyle,Preppy,Glamorous","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Smart Casual,Social/ Trendy,Lounge",Basics
B063,Checked Mini Skirt,B063.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/ngFoY_UefHxS2JKEjqIFAg/jwsFX1qZfrYlkNO3MJnUXkmxhJz3gKh7-fIk34o604BTc6iKBgXapvcPvg9TWR2o7NHluqSasFNDJH4lG6Oql1O-l7zK16_w76_xlK3hRAf7Xsfvw-4qI4Y5k7gooffGD-Biniv-0ZUP8IrromyZGg/KhcrKkXvwkmWhR6h-dwrdAYaX7Bf2LzQzaL6R5rpNF8),Bottom,Checked/ Plaid,Brown,False,All Season,Structured,"Classic,Chic,Preppy,Contemporary","Hourglass,Pear,Apple,Rectangle,Inverted Triangle","Business Casual,Smart Casual",Statement
B064,Wrap Mini Skirt,B064.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/jg58D2Rr0CMn6LPcjRKG_A/BL80KwV_MBqcbrRe20WmisRAjm2bda-W0u22LmHgJkgcB3VGns5AQuZL88Ec40bl7y-cvkeFmRV4FTETu3O3IuZErfO51xJu-tzAxFU3h8_OIOzJ8l_z1vnT3flIrLQFC0RNCnk86K2c1VFL5ptnFg/zrf_indOJnuiJUEVhlWqYm9m2g7XPfJmLd3GXKWh5KE),Bottom,Teracotta,Red,False,Summer,Structured,"Chic,Romantic,Bohemian,Preppy,Contemporary","Hourglass,Pear,Apple,Rectangle,Inverted Triangle","Smart Casual,Social/ Trendy,Lounge",Statement
B065,Printed Mini Skirt,B065.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/NSwUOFexhFSjdvfp5HEqeQ/SnN1149_IsPwvHNsWo2hjOxopQFB0QgqlRJoKPFlw5bqgXXncE6pKXeGiS94s_vQuOR-XyLW4uTBCPQrWrR6f_PBaRmmcB4VL2Jo2lDhdHe2cdhryqqPhehJi79mvGadyd7vfsGCPFV8VYC58mu1Rg/FM-pTCcIRl6g5z-lPgwK0OpAqpcOeL-HdEfh8x3u6TQ),Bottom,White/ Blue,White,False,Summer,Structured,"Romantic,Bohemian,Glamorous,Chic","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Smart Casual,Social/ Trendy,Lounge",Statement
B066,Mini Skirt,B066.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/INcBqu6JnPcWytv9m0D0Rg/Xh6dsWlYLtRiEXHqy6AdZCczTx4q6IFgpJsQtHWgQP8tRpkz6POZ9sIKvz3olvsBLgTKkFk7cAtMB_ka2unzjDbV6Z4L-sgedM_h__GM9nzi_uev9dBEpeM4y2OOKOAfFRVpIzXeWbt_RJaHIOg5iQ/7b46vvSjV4nJDwT1usR6Yq3g_Y085NnN8ezNvq4E57M),Bottom,Cream,White,True,All Season,Structured,"Chic,Romantic,Bohemian,Edgy,Streetstyle,Glamorous","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Smart Casual,Social/ Trendy,Lounge",Basics
B067,Mini Skirt,B067.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/pY7hQcJRFbNGcFZIeSoD1Q/72ZpDV1kDos2ZK-FlZ2_9d2VWUE4YVE43BMBrvDVft5uujDAa75bVkv08_7ZBgBRkeu677h3c45cEk9IWR-_RtNyPLOmiJCm_Y89y3HRrZU0pwx4nR35kcerK1k_B6Sesxq-05tx1M79QCJDrZzB4g/ZfeNmYowp7nWarbVup_OFwdEusleN38ngIJtWML_0B4),Bottom,Grey,Grey,True,All Season,Structured,"Classic,Chic,Streetstyle,Preppy,Romantic","Hourglass,Pear,Rectangle,Inverted Triangle,Apple",Smart Casual,Basics
B068,Mini Skater Skirt ,B068.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/IysqFyHBHuj1D1-nq00GaQ/wxFi-ZL1GxUjYJbZ8XlfX_Jlx_Fq5-rV0KH_KPKNcWxzfBp6phXrblcEHAb1ftT3J7PLjRLo5YvsJawMXwRaoGEXaSxhwwViKtbPGUV97ah7WctFD394WFoeFZTbyf2IjffLGDYDJ5ECqU1DRl1fXg/eTCYzB_sjPilCc5-2zL6VkTpKnTAFRY2QBN5o4rKceo),Bottom,Navy,Navy,True,All Season,Structured,"Classic,Chic,Romantic,Preppy","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Smart Casual,Social/ Trendy,Lounge",Basics
B069,Denim Mini Skirt,B069.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/hIsUUBZPTR3jCKduiOcExw/N10mhK0qgiSesTEOfKKjSQovuN6jb7356hY9sDB6JMQJ-O_tcT-m8NPiegf3fDMfrwkomMZyi8MOeEpSEcYSQZ4MMFfcCNpBYyxH5F3K78GR4dF0u4aGE87tdJeApZ_rTKHWOY1Rs37ncHzkZOBRHA/BtRIPL0ZkzQ5YMxWIu8YVBLI6l60qsGCTTc_QkepvAg),Bottom,Denim,Grey,True,Summer,Relaxed,"Romantic,Streetstyle,Edgy,Glamorous","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Lounge,Social/ Trendy",Basics
B070,Mini Skirt,B070.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/7xb-voGr6ExRyy74Kf7toQ/MGBERo0FdCkBmGjjCKne1pl6ott5nlFHFOaIjAlADHeijFNbMADz7MC7lB6HMreo3yDeTQsnyfp2wVL9d0fHppqwrm9zYGZl7RYVkm9GLjxI2SMmh766NaHK9i4Ka66OaPewteE0-3RmOel9P5ZY8g/Xbi2uXHu24Yv13oelBpiyagXfp-L5uv7nC6dB0_Yk4k),Bottom,Black,Black,True,All Season,Fitted ,"Classic,Chic,Romantic,Edgy,Glamorous,Preppy","Hourglass,Rectangle","Smart Casual,Social/ Trendy",Basics
B071,Leather Mini Skirt,B071.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/-f5dsDWrnkSGDyv5p4TO5A/NATjYr04Y3tAPt5P5jzofkCHne-PGhYnUa9tgvmte4IdcgNOXmNvD1Mh9OTSRQMXxrQJp9m_4tALhxGHteOasgjf6wk3L6ADFdahh7f7dK8Awc9t8ISSplANp3HQXZ50j4Y4aPy36Nn7dmM78x36FQ/F7WUK9tFU6Ryna7rPVPWoWs-MJm2JPSbRyY5Fw83NJ8),Bottom,Black,Black,True,Winter,Fitted ,"Edgy,Romantic,Streetstyle,Glamorous","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Smart Casual,Social/ Trendy",Statement
B072,Denim Mini Skirt,B072.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/URq0RAAmZAx-z7F3PVifrw/ehyHS0Xqv46WqPvpsLWT20lr7OsQBQjLp6vbzHDmzaK1BshbxMDLS96bJXSrqGLao6_4DG-uAbvvKW94XYPAwhbyIOrVWSVn-GTXcPAfAnK-UHFbbSxsFBaQKf0qSfUhb9uK7HXgqdFRfi1Ms-Wklg/fmZshLFZItBndnDUyxMN95kjjkFYpNqOHRNTVe4ml94),Bottom,Denim,Blue,True,Summer,Relaxed,"Streetstyle,Edgy,Contemporary","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Social/ Trendy,Lounge",Basics
B073,Printed Mini Skirt,B073.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/vCTsBldmvJp5cuZWpVdtWQ/S3Z2xg7ua-0Z803M552AC_3EPrgiI-x3rdbEq7CqckcCmh01wKRozIMa9bw6Lv9d_xouT8KRjEo-ivORg5Nnul6aKNYi_zymvveuCGH_4EmIZn8j4q4kBu9MjTvwsOdjxEI7O4C15uQGyYJwiwSo_A/rl1QCIZN9ginRQpjpS8xQoGLoDpNTeuQ53T2Z9Hja1I),Bottom,Dark Blue,Navy,False,Summer,Fitted ,"Bohemian,Romantic,Contemporary","Hourglass,Rectangle,Pear","Smart Casual,Social/ Trendy,Lounge",Basics
B074,Printed Mini Skirt,B074.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/-OmwpFhQyDuh4shYuXMaYA/BYb_maK3kksB7BngwdAh1ecbwpt-O_K1smn88PdDcQBVh2B_YxBz8IerfGtdLYy8GbPlEsIjTFzzOYZrsXViiuQmzpoMSFUOwaOQoIxiTew5cDw1pkMVpGgzCaOV0_H2a9Ex1O0dUYFYVWcW72majw/IQ8jev8r52KuWwqEaFJsEpZ8b-AP2Yz8ARPUdAqcgDE),Bottom,White/ Brown,White,False,Summer,Structured,"Bohemian,Romantic,Chic,Glamorous,Contemporary","Hourglass,Rectangle,Pear","Smart Casual,Social/ Trendy,Lounge",Statement
B075,Pleated Midi Skirt,B075.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/b7eF4VI3T8gY8r6xhWPkZA/qNMxPb4TQfgG9Sy2SXQt0Zc8CI-uReWH81hJRStzsMyNLosiz0Mr7J-wTwx8zCfTJRfCsMg3EdDLJsSI9kKZIpbeX7prq04pqfzviZgvBtQE9jZA9Pxw72MAvlFLDSsIyAKos8dIBuKrKfqbefOTkA/lNwyLeJ90BYB1BinvpTgVeOE_EyYTyG7f2iDn2FyFH4),Bottom,Brown,Brown,True,All Season,Relaxed,"Classic,Chic,Romantic,Bohemian","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Business Casual,Smart Casual,Lounge",Basics
B076,Pleated Midi Skirt,B076.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/0pDC6PoycAYS3qBVMGl5ow/xvxXl5UCrUE3iHdJ0DFkJ7n8sRcy_MW_UujNy5W2RdmwluM3YVOl2ec6ddbg7R64Sjd_fkGurInXv5BMhKjVFnFQKIjsVMD4zKxAuYy5v6Eosmy_j866xwPcR5HXEEn0oHqklGSX1dmNUUUe_JFSgQ/hEOpxINcuDLnuo1D5wjowSxbhRgOl4_UMJArqVMGqTU),Bottom,Navy,Navy,True,All Season,Relaxed,"Classic,Chic,Romantic,Bohemian","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Business Casual,Smart Casual,Lounge",Basics
B077,Pleated Midi Skirt,B077.png (https://v5.airtableusercontent.com/v3/u/45/45/1759780800000/cFof8Xl_7e-YeZbh2AyIrQ/JAV3KJwKaf_-2XQ5U52xnaoCxRHtTBBSRjm9Mcd4sUTCBOXO4Hk7Fqkqxwy007Q6MuFn7m3iCQv6NUn3S5RvAmKrr1Rssr1uJHr7Y_MvCtCwLaqn771Q64POb2ieSE9fnDAtG3tzyC6oCTS3c47uZQ/tq1EvFKFeo3NH1e2a-6ygDJ1iLQpeRsK1lABe9YhAqY),Bottom,White,White,True,All Season,Structured,"Chic,Romantic,Bohemian,Glamorous,Preppy","Hourglass,Pear,Rectangle,Inverted Triangle,Apple","Smart Casual,Social/ Trendy,Lounge",Basics
